City,Lat,Lng,Max Temp,Humidity,Wind,Cloudiness,Country,Date
zharkent,44.1628,80.0,35.06,76,1.3,100,KZ,1611030842
ca mau,9.1769,105.15,87.21,43,3.49,93,VN,1611030842
umm lajj,25.0213,37.2685,64.94,49,13.69,69,SA,1611030787
conde,-7.2597,-34.9075,75.2,94,4.61,75,BR,1611030741
hirara,24.8,125.2833,66.2,59,16.11,75,JP,1611030843
hwange,-18.3693,26.5019,68.83,97,4.79,100,ZW,1611030843
lichinga,-13.3128,35.2406,66.2,94,3.44,75,MZ,1611030549
muzhi,65.3667,64.6667,-22.04,81,3.38,78,RU,1611030844
urengoy,65.9667,78.3667,-20.42,87,7.2,92,RU,1611030844
camopi,3.1655,-52.3158,70.95,98,2.37,100,GF,1611030844
kahului,20.8947,-156.47,71.6,83,25.32,75,US,1611030844
gondanglegi,-7.7479,112.0132,82.72,76,14.9,88,ID,1611030845
arrecife,28.963,-13.5477,57.2,82,6.91,20,ES,1611030613
raudeberg,61.9875,5.1352,41.0,69,13.0,100,NO,1611030845
tabuk,17.4189,121.4443,70.34,89,6.96,100,PH,1611030845
qurayyat,31.3318,37.3428,39.2,60,6.91,0,SA,1611030846
pingliang,35.5392,106.6861,32.0,63,7.0,0,CN,1611030603
damietta,31.4165,31.8133,53.6,76,16.11,0,EG,1611030846
ilulissat,69.2167,-51.1,6.8,66,3.44,22,GL,1611030846
lac du bonnet,50.2536,-96.0612,-4.0,100,2.13,77,CA,1611030846
progreso,21.2833,-89.6667,69.01,77,4.61,40,MX,1611030847
paka,4.6374,103.4368,80.6,74,11.5,40,MY,1611030847
george town,5.4112,100.3354,82.99,65,2.3,40,MY,1611030604
segezha,63.7415,34.3222,14.74,96,11.05,98,RU,1611030727
miamisburg,39.6428,-84.2866,33.01,80,6.91,75,US,1611030848
magdagachi,53.45,125.8,-17.77,79,2.1,6,RU,1611030848
hamilton,39.1834,-84.5333,34.0,80,5.88,90,US,1611030848
teguise,29.0605,-13.564,57.2,82,6.91,20,ES,1611030849
esperanza,19.5847,-70.9849,70.0,92,5.03,91,DO,1611030849
jinja,0.439,33.2032,70.48,71,0.78,78,UG,1611030849
ayan,56.45,138.1667,-20.69,72,9.8,96,RU,1611030849
nouadhibou,20.931,-17.0347,62.6,36,19.57,0,MR,1611030782
eagle pass,28.7091,-100.4995,63.0,62,5.99,0,US,1611030606
flin flon,54.7682,-101.865,-6.92,91,5.28,86,CA,1611030850
boshnyakovo,49.6333,142.1667,-2.45,88,6.69,100,RU,1611030850
santa maria,-29.6842,-53.8069,68.0,83,9.22,0,BR,1611030850
cochrane,51.1834,-114.4687,26.6,67,4.61,1,CA,1611030851
the valley,18.217,-63.0578,78.8,78,9.22,40,AI,1611030807
mata,40.683,-7.4592,35.01,27,18.01,0,PT,1611030852
berkak,62.825,10.0118,14.85,90,10.83,0,NO,1611030852
leshukonskoye,64.8989,45.7622,14.18,96,8.14,100,RU,1611030853
orlik,52.5178,99.825,15.46,87,3.36,19,RU,1611030853
lincoln,40.8,-96.667,32.0,86,5.88,90,US,1611030579
bermeo,43.4209,-2.7215,44.6,81,9.84,0,ES,1611030853
roma,43.2128,-75.4557,26.01,86,0.47,90,US,1611030710
atikokan,48.7555,-91.6216,-6.11,91,4.5,98,CA,1611030854
ternate,0.8,127.4,82.83,69,3.15,100,ID,1611030854
baghdad,33.3406,44.4009,46.4,71,4.61,0,IQ,1611030841
silopi,37.2497,42.4694,41.0,100,14.97,75,TR,1611030855
sampit,-2.5333,112.95,88.68,56,4.07,100,ID,1611030577
ambilobe,-13.2,49.05,76.26,91,4.65,100,MG,1611030855
myitkyina,25.3833,97.4,80.85,38,0.67,50,MM,1611030855
la romana,18.4273,-68.9728,69.8,100,10.02,40,DO,1611030856
port hardy,50.6996,-127.4199,42.8,100,4.61,90,CA,1611030856
callaway,30.153,-85.5699,42.8,81,3.2,1,US,1611030732
henties bay,-22.116,14.2845,64.99,89,3.51,4,NA,1611030856
kedrovyy,56.1667,91.8167,8.6,72,11.18,40,RU,1611030857
qujing,25.4833,103.7833,51.01,57,21.92,26,CN,1611030857
la palma del condado,37.3861,-6.5523,44.01,87,1.99,8,ES,1611030857
salinopolis,-0.6136,-47.3561,78.01,86,8.77,94,BR,1611030858
deer lake,49.1667,-57.4316,32.0,86,6.91,90,CA,1611030858
inhambane,-23.865,35.3833,80.6,78,6.91,40,MZ,1611030858
luganville,-15.5333,167.1667,85.73,71,8.57,94,VU,1611030858
ende,-8.8432,121.6623,82.56,75,5.41,97,ID,1611030858
vestmanna,62.1564,-7.1664,35.6,93,10.36,40,FO,1611030859
padang,-0.9492,100.3543,86.0,58,4.61,20,ID,1611030859
palmer,42.1584,-72.3287,30.0,59,9.22,20,US,1611030859
port lincoln,-34.7333,135.8667,68.56,60,12.48,7,AU,1611030860
nadadores,27.05,-101.6,61.12,32,1.1,0,MX,1611030860
hammerfest,70.6634,23.6821,30.2,55,11.5,40,NO,1611030861
salisbury,51.0693,-1.7957,52.0,93,21.85,75,GB,1611030674
alekseyevka,50.6309,38.6903,1.9,93,3.0,99,RU,1611030861
nishihara,26.1842,127.7558,66.2,39,11.5,75,JP,1611030861
garowe,8.4054,48.4845,72.95,38,10.85,90,SO,1611030861
boulder,40.0833,-105.3505,28.4,69,3.44,90,US,1611030862
lere,10.387,8.5726,60.04,32,7.02,61,NG,1611030862
nova olimpia,-14.7972,-57.2881,68.72,96,1.63,100,BR,1611030862
kamoke,31.9744,74.2244,48.2,100,4.5,0,PK,1611030862
mutare,-18.9707,32.6709,66.02,98,0.76,100,ZW,1611030863
vilcun,-38.65,-72.2333,53.6,100,5.75,0,CL,1611030863
kousseri,12.0769,15.0306,60.8,29,4.61,51,CM,1611030863
serenje,-13.2325,30.2352,64.51,95,6.62,100,ZM,1611030863
miyako,39.6367,141.9525,28.11,84,24.0,24,JP,1611030864
simao,22.7886,100.9748,65.3,50,4.68,59,CN,1611030864
santa isabel do rio negro,-0.4139,-65.0192,73.6,92,2.24,54,BR,1611030864
khandyga,62.6667,135.6,-44.52,78,0.87,100,RU,1611030864
jiaozuo,35.2397,113.2331,43.21,56,11.3,0,CN,1611030865
balabac,7.9868,117.0645,81.12,82,14.61,100,PH,1611030865
imbituba,-28.24,-48.6703,73.4,73,11.5,0,BR,1611030865
sept-iles,50.2001,-66.3821,14.0,67,20.71,91,CA,1611030837
la palma,33.8464,-118.0467,55.4,76,4.07,75,US,1611030825
cayenne,4.9333,-52.3333,78.8,83,9.22,75,GF,1611030866
okakarara,-20.5833,17.4333,69.35,58,3.89,91,NA,1611030866
puro,12.4841,123.3827,75.15,90,17.92,100,PH,1611030866
florida,28.7505,-82.5001,35.6,93,3.42,1,US,1611030811
chernyshevskiy,63.0128,112.4714,-44.9,80,10.42,100,RU,1611030867
aksarka,66.5606,67.7975,-17.75,87,3.67,99,RU,1611030867
parabel,58.6978,81.4825,-16.08,87,8.61,96,RU,1611030867
bilibino,68.0546,166.4372,-35.66,78,1.74,2,RU,1611030729
usinsk,65.9939,57.5281,-16.51,88,15.35,100,RU,1611030868
shashi,30.3072,112.2447,62.01,36,10.33,0,CN,1611030868
maunabo,18.0072,-65.8993,77.0,89,11.68,51,PR,1611030868
herrin,37.8031,-89.0276,42.8,75,5.75,90,US,1611030869
belmonte,-15.8631,-38.8828,71.6,88,1.14,20,BR,1611030869
hanstholm,57.1167,8.6167,36.0,94,3.0,91,DK,1611030869
riberalta,-10.9833,-66.1,67.03,93,2.33,100,BO,1611030870
olafsvik,64.8945,-23.7142,30.11,91,13.85,10,IS,1611030870
davila,18.4726,120.5763,89.6,45,12.66,40,PH,1611030870
lyantonde,-0.4031,31.1572,68.07,71,3.83,91,UG,1611030871
leh,34.1667,77.5833,13.59,73,1.7,16,IN,1611030871
chake chake,-5.2459,39.7666,81.12,77,10.85,83,TZ,1611030781
veisiejai,54.1,23.7,6.8,78,6.71,0,LT,1611030871
roald,62.5833,6.1333,39.2,60,11.5,20,NO,1611030871
pauini,-7.7136,-66.9764,72.27,99,3.38,100,BR,1611030872
takoradi,4.8845,-1.7554,78.22,89,4.9,0,GH,1611030788
caravelas,-17.7125,-39.2481,72.88,87,4.36,0,BR,1611030872
ishigaki,24.3448,124.1572,66.2,63,18.41,75,JP,1611030872
rairangpur,22.2676,86.1751,68.0,60,6.96,17,IN,1611030873
dabakala,8.3667,-4.4333,70.0,57,2.46,2,CI,1611030873
tigil,57.8,158.6667,6.48,91,10.56,100,RU,1611030873
benghazi,32.1167,20.0667,55.15,75,12.73,12,LY,1611030873
sorland,67.667,12.6934,24.8,93,2.3,0,NO,1611030874
vinh long,10.25,105.9667,77.0,73,5.75,75,VN,1611030874
ola,59.5833,151.2833,-7.24,81,16.42,100,RU,1611030874
najran,17.4924,44.1277,48.2,31,2.3,0,SA,1611030613
revelstoke,50.9832,-118.2023,32.0,100,1.34,90,CA,1611030875
kijang,35.2442,129.2139,37.4,18,8.05,0,KR,1611030730
sitka,57.0531,-135.33,46.4,87,17.27,90,US,1611030875
te anau,-45.4167,167.7167,45.03,87,8.7,100,NZ,1611030875
traverse city,44.7631,-85.6206,28.4,80,4.61,90,US,1611030619
zelenogorskiy,55.0333,87.0,-4.0,84,8.95,20,RU,1611030876
kurchum,48.5722,83.6542,7.68,86,2.77,33,KZ,1611030876
ucluelet,48.9329,-125.5528,39.0,90,4.59,76,CA,1611030707
pottstown,40.2454,-75.6496,34.0,64,5.75,1,US,1611030876
tilichiki,60.4667,166.1,-25.08,85,14.5,85,RU,1611030877
palana,59.1167,159.9667,-6.32,92,19.64,100,RU,1611030787
namatanai,-3.6667,152.4333,85.46,67,10.36,51,PG,1611030877
det udom,14.906,105.0784,71.6,53,5.75,1,TH,1611030878
bintulu,3.1667,113.0333,78.8,94,1.14,40,MY,1611030878
kostomuksha,64.571,30.5767,10.2,96,6.11,94,RU,1611030878
karaj,35.8355,51.0103,41.0,60,6.91,0,IR,1611030878
portland,45.5234,-122.6762,43.0,75,5.75,1,US,1611030092
athabasca,54.7169,-113.2854,26.6,74,6.91,63,CA,1611030879
torquay,50.4638,-3.5143,52.0,1,3.0,100,GB,1611030879
tharad,24.3961,71.6267,73.63,35,9.04,0,IN,1611030879
otjiwarongo,-20.4637,16.6477,66.47,60,6.71,100,NA,1611030880
cartagena,10.3997,-75.5144,78.8,89,9.22,40,CO,1611030824
saint-augustin,51.226,-58.6502,29.14,97,4.34,97,CA,1611030880
hervey bay,-25.2986,152.8535,88.0,51,12.66,40,AU,1611030880
moyobamba,-6.05,-76.9667,66.72,90,1.23,100,PE,1611030881
carangola,-20.7331,-42.0294,64.63,78,4.41,0,BR,1611030881
codajas,-3.8367,-62.0569,74.17,97,1.77,100,BR,1611030881
itoman,26.1247,127.6694,66.2,52,12.66,75,JP,1611030881
redcliffe,-27.2307,153.0973,91.99,61,10.36,20,AU,1611030882
acapulco,16.8634,-99.8901,75.85,77,3.96,74,MX,1611030689
tuatapere,-46.1333,167.6833,57.99,57,17.0,68,NZ,1611030882
omboue,-1.5746,9.2618,77.65,86,8.99,100,GA,1611030883
gaomi,36.3833,119.7528,41.0,56,13.42,75,CN,1611030883
guiratinga,-16.3494,-53.7583,70.59,95,1.12,100,BR,1611030883
bergen,60.392,5.328,37.99,80,8.05,75,NO,1611030883
axim,4.8699,-2.2405,77.41,91,4.34,0,GH,1611030883
anekal,12.7,77.7,73.4,68,6.91,20,IN,1611030884
alice springs,-23.7,133.8833,89.6,13,14.97,0,AU,1611030658
porlamar,10.958,-63.8491,76.26,86,14.14,77,VE,1611030884
ngorongoro,-3.2397,35.4875,53.51,100,2.24,99,TZ,1611030884
luau,-10.7073,22.2247,65.01,98,4.23,100,AO,1611030885
parczew,51.6402,22.9006,-7.6,84,4.61,49,PL,1611030885
la ronge,55.1001,-105.2842,10.4,85,5.75,92,CA,1611030885
yabrud,33.9674,36.6574,42.8,81,17.27,0,SY,1611030885
troina,37.7854,14.5985,39.2,100,5.75,0,IT,1611030886
contepec,20.0167,-100.1167,60.8,39,3.44,20,MX,1611030886
viransehir,37.2353,39.7631,40.41,95,10.45,100,TR,1611030886
sechura,-5.5569,-80.8222,72.93,74,9.66,100,PE,1611030801
tura,25.5198,90.2201,72.59,42,5.75,3,IN,1611030886
murdochville,48.9583,-65.5006,17.6,79,20.71,80,CA,1611030887
san juan de abajo,20.8167,-105.1833,70.0,82,2.95,42,MX,1611030887
celestun,20.8667,-90.4,68.23,76,13.67,10,MX,1611030887
los ranchos de albuquerque,35.162,-106.6428,44.01,45,28.77,90,US,1611030887
iwanai,42.9744,140.5089,17.65,84,16.64,100,JP,1611030888
=======
City,Lat,Long,Max Temp,Humidity,Wind,Cloudiness,Country,Date
cape town,-33.9258,18.4232,66.99,88,10.36,20,ZA,1611030633
punta arenas,-53.15,-70.9167,48.2,76,5.75,20,CL,1611030739
kazachinskoye,57.6953,93.2761,2.26,89,11.45,100,RU,1611030739
bluff,-46.6,168.3333,57.99,57,17.0,68,NZ,1611030739
broome,42.2506,-75.833,28.99,93,9.22,90,US,1611030739
aykhal,66.0,111.5,-51.92,74,4.27,51,RU,1611030740
erzin,36.9559,36.2,41.0,100,18.41,75,TR,1611030740
verkhnyaya inta,65.9811,60.3094,-22.95,84,2.75,96,RU,1611030740
saskylakh,71.9167,114.0833,-44.9,78,3.33,73,RU,1611030740
veraval,20.9,70.3667,77.97,28,6.11,0,IN,1611030740
east london,-33.0153,27.9116,68.0,83,11.5,0,ZA,1611030741
severo-kurilsk,50.6789,156.125,18.82,86,25.17,89,RU,1611030741
busselton,-33.65,115.3333,95.0,25,11.01,22,AU,1611030741
cabrobo,-8.5142,-39.31,73.58,74,13.94,79,BR,1611030741
barrow,71.2906,-156.7887,-2.2,78,17.27,75,US,1611030742
da nang,16.0678,108.2208,69.8,64,2.3,75,VN,1611030547
ribeira grande,38.5167,-28.7,61.9,74,27.78,99,PT,1611030743
banda aceh,5.5577,95.3222,83.39,67,8.1,77,ID,1611030485
kuito,-12.3833,16.9333,55.72,71,5.17,100,AO,1611030743
vaini,-21.2,-175.2,84.2,84,8.05,75,TO,1611030743
lagos,6.5833,3.75,77.65,88,3.2,22,NG,1611030631
saint-philippe,-21.3585,55.7679,86.0,62,5.75,0,RE,1611030744
georgetown,5.4112,100.3354,82.99,65,2.3,40,MY,1611030631
rikitea,-23.1203,-134.9692,78.8,74,14.07,66,PF,1611030744
khatanga,71.9667,102.5,-36.26,81,11.21,0,RU,1611030744
sukhobuzimskoye,56.5,93.2728,8.6,72,11.18,40,RU,1611030745
ahipara,-35.1667,173.1667,70.65,72,13.11,100,NZ,1611030745
san quintin,30.4833,-115.95,61.43,76,10.29,82,MX,1611030745
ushuaia,-54.8,-68.3,48.2,81,4.61,20,AR,1611030745
grindavik,63.8424,-22.4338,30.2,80,26.46,75,IS,1611030548
general roca,-39.0333,-67.5833,71.6,60,2.3,0,AR,1611030747
iturama,-19.7281,-50.1956,72.36,87,0.43,100,BR,1611030747
kudahuvadhoo,2.6708,72.8944,81.84,67,6.76,44,MV,1611030747
sao jose da coroa grande,-8.8978,-35.1478,76.44,82,7.85,0,BR,1611030747
sabang,5.8933,95.3214,80.98,80,17.74,86,ID,1611030748
new norfolk,-42.7826,147.0587,63.0,32,3.0,67,AU,1611030748
mar del plata,-38.0023,-57.5575,72.0,72,5.75,0,AR,1611030748
homer,59.6425,-151.5483,37.99,93,6.91,90,US,1611030748
ippy,6.2679,21.2247,66.67,25,5.86,12,CF,1611030749
wangaratta,-36.3667,146.3333,88.0,10,12.66,3,AU,1611030749
hasaki,35.7333,140.8333,48.0,29,19.57,20,JP,1611030749
russell,32.3502,-85.1999,37.4,74,3.44,1,US,1611030749
sao filipe,14.8961,-24.4956,73.17,67,9.46,100,CV,1611030750
flinders,-34.5833,150.8552,72.0,59,5.99,28,AU,1611030750
mahebourg,-20.4081,57.7,78.8,94,12.66,40,MU,1611030750
yerbogachen,61.2767,108.0108,-23.94,85,8.48,100,RU,1611030750
bar harbor,44.3876,-68.2039,24.01,63,8.05,1,US,1611030751
hobart,-42.8794,147.3294,63.0,31,16.11,75,AU,1611030678
dikson,73.5069,80.5464,-20.63,85,22.46,13,RU,1611030751
castro,-24.7911,-50.0119,64.06,97,11.56,100,BR,1611030491
avarua,-21.2078,-159.775,82.4,78,4.61,75,CK,1611030752
tarsus,36.9188,34.8784,42.8,70,12.66,75,TR,1611030752
jalu,29.0331,21.5482,48.69,55,10.87,0,LY,1611030752
saldanha,-33.0117,17.9442,62.6,88,8.05,0,ZA,1611030752
nome,64.5011,-165.4064,10.0,78,6.91,75,US,1611030753
buala,-8.145,159.5921,86.54,61,4.47,97,SB,1611030753
thompson,55.7435,-97.8558,-7.6,84,3.44,90,CA,1611030753
iqaluit,63.7506,-68.5145,23.0,86,16.11,90,CA,1611030753
olinda,-8.0089,-34.8553,75.2,78,5.75,40,BR,1611030754
aswan,24.0934,32.907,49.08,51,10.0,43,EG,1611030754
brae,60.3964,-1.353,41.0,87,14.97,75,GB,1611030754
yuanping,38.7153,112.7575,26.92,73,2.86,0,CN,1611030754
nurota,40.5614,65.6886,39.2,75,9.22,0,UZ,1611030754
albany,42.6001,-73.9662,30.0,72,5.1,36,US,1611030755
tuktoyaktuk,69.4541,-133.0374,-5.8,84,11.5,40,CA,1611030755
mataura,-46.1927,168.8643,57.99,57,17.0,41,NZ,1611030755
grand gaube,-20.0064,57.6608,82.0,82,3.0,91,MU,1611030755
santa maria do para,-1.3503,-47.5756,73.31,97,2.51,100,BR,1611030756
lebu,-37.6167,-73.65,57.42,90,16.31,0,CL,1611030756
faya,18.3851,42.4509,48.2,70,3.44,0,SA,1611030756
pevek,69.7008,170.3133,-27.92,86,7.29,100,RU,1611030757
longyearbyen,78.2186,15.6401,17.6,62,25.32,20,SJ,1611030757
haines junction,60.7522,-137.5108,33.8,100,5.75,100,CA,1611030757
hermanus,-34.4187,19.2345,64.0,90,2.66,72,ZA,1611030758
nuuk,64.1835,-51.7216,28.4,59,3.44,40,GL,1611030758
coquimbo,-29.9533,-71.3436,59.0,88,3.44,90,CL,1611030569
vanimo,-2.6741,141.3028,86.05,64,6.8,72,PG,1611030759
samarai,-10.6167,150.6667,87.57,69,11.72,85,PG,1611030759
salta,-24.7859,-65.4117,60.8,88,3.44,0,AR,1611030759
jamestown,42.097,-79.2353,28.0,86,20.71,90,US,1611030759
college,64.8569,-147.8028,32.0,73,4.61,75,US,1611030610
halifax,44.6453,-63.5724,34.0,75,6.91,97,CA,1611030757
newport,51.5877,-2.9984,51.01,97,5.99,100,GB,1611030760
tiksi,71.6872,128.8694,-29.25,85,5.82,100,RU,1611030760
kirakira,-10.4544,161.9205,85.19,69,6.76,87,SB,1611030761
atuona,-9.8,-139.0333,78.58,75,18.72,8,PF,1611030761
mae hong son,19.3003,97.9685,75.2,57,2.3,20,TH,1611030761
puerto ayora,-0.7393,-90.3518,73.99,98,6.06,87,EC,1611030762
chipurupalle,18.3,83.5667,75.81,57,2.55,0,IN,1611030505
ixtapa,20.7,-105.2,70.0,82,2.68,46,MX,1611030749
kangaatsiaq,68.3065,-53.4641,11.19,87,13.09,17,GL,1611030763
port macquarie,-31.4333,152.9167,75.0,100,12.66,90,AU,1611030672
klaksvik,62.2266,-6.589,35.6,93,10.36,40,FO,1611030763
hithadhoo,-0.6,73.0833,80.56,69,8.25,0,MV,1611030740
carnarvon,-24.8667,113.6333,87.8,74,18.41,10,AU,1611030764
nanning,22.8167,108.3167,60.8,41,4.47,0,CN,1611030764
cidreira,-30.1811,-50.2056,68.49,70,4.7,13,BR,1611030764
dharchula,29.85,80.5333,63.95,23,4.03,0,IN,1611030764
kungurtug,50.5994,97.5228,18.75,85,1.1,94,RU,1611030765
verkhnevilyuysk,63.4453,120.3167,-44.36,78,6.89,57,RU,1611030765
korla,41.7597,86.1469,24.89,76,1.63,100,CN,1611030765
ahuimanu,21.4447,-157.8378,71.6,94,25.32,90,US,1611030765
norman wells,65.282,-126.8329,5.0,85,10.36,75,CA,1611030766
mabaruma,8.2,-59.7833,72.01,97,3.29,59,GY,1611030766
ust-kuyga,70.0167,135.6,-40.16,78,5.5,99,RU,1611030766
fortuna,40.5982,-124.1573,48.99,100,5.86,1,US,1611030766
constitucion,-35.3333,-72.4167,58.28,78,5.26,0,CL,1611030767
nanortalik,60.1432,-45.2371,28.22,85,8.21,100,GL,1611030767
wanaka,-44.7,169.15,50.0,73,8.01,100,NZ,1611030767
shakawe,-18.3667,21.85,69.12,95,7.14,100,BW,1611030767
pandan,14.0453,124.1694,78.57,87,18.3,100,PH,1611030768
horn lake,34.9554,-90.0348,48.2,43,8.05,90,US,1611030768
muros,42.7762,-9.0603,48.99,96,7.0,23,ES,1611030768
hokitika,-42.7167,170.9667,55.89,73,25.88,91,NZ,1611030768
batticaloa,7.7102,81.6924,77.32,83,12.64,92,LK,1611030769
hambantota,6.1241,81.1185,80.6,89,4.61,75,LK,1611030769
tasiilaq,65.6145,-37.6368,17.6,49,2.3,11,GL,1611030769
bredasdorp,-34.5322,20.0403,66.2,82,3.44,95,ZA,1611030770
kavieng,-2.5744,150.7967,84.16,72,11.07,70,PG,1611030770
manica,49.0,-1.1667,46.4,87,23.02,75,FR,1611030770
hilo,19.7297,-155.09,69.8,88,5.75,90,US,1611030770
yellowknife,62.456,-114.3525,-0.4,85,10.36,90,CA,1611030770
lavrentiya,65.5833,-171.0,-12.91,84,7.54,96,RU,1611030771
bamako,12.65,-8.0,69.8,19,8.05,0,ML,1611030771
provideniya,64.3833,-173.3,-5.8,71,11.18,75,RU,1611030771
mogadishu,2.0371,45.3438,76.68,73,19.93,86,SO,1611030772
tiarei,-17.5333,-149.3333,86.0,61,11.5,40,PF,1611030772
burnie,-41.0667,145.9167,64.44,37,9.13,42,AU,1611030508
port alfred,-33.5906,26.891,71.01,85,1.01,0,ZA,1611030772
chenghai,23.4632,116.768,64.4,39,8.95,0,CN,1611030773
rocha,-34.4833,-54.3333,56.48,82,6.35,0,UY,1611030773
ziro,27.6333,93.8333,62.6,94,5.75,90,IN,1611030773
nanakuli,21.3906,-158.1547,71.6,73,11.5,20,US,1611030774
san cristobal,7.7669,-72.225,64.69,87,0.94,66,VE,1611030774
luba,3.4568,8.5547,78.8,100,6.91,20,GQ,1611030774
kavaratti,10.5669,72.642,81.34,72,4.72,0,IN,1611030774
balakhta,55.38,91.6,1.09,89,5.7,5,RU,1611030775
bubaque,11.2833,-15.8333,77.14,57,10.4,0,GW,1611030775
dhidhdhoo,6.8833,73.1,81.54,62,6.04,7,MV,1611030775
kodinsk,58.6881,99.1844,8.73,93,11.01,100,RU,1611030727
port elizabeth,-33.918,25.5701,64.4,94,3.44,0,ZA,1611030743
margate,51.3813,1.3862,48.99,86,8.01,100,GB,1611030776
sal rei,16.1833,-22.9167,69.8,68,18.41,100,CV,1611030776
bathsheba,13.2167,-59.5167,78.8,78,19.57,40,BB,1611030776
aljezur,37.3191,-8.8033,45.0,100,3.0,58,PT,1611030776
kulhudhuffushi,6.6221,73.07,81.72,63,7.67,35,MV,1611030777
husavik,66.0449,-17.3389,32.0,86,19.57,90,IS,1611030777
iranshahr,27.2025,60.6848,55.4,44,6.91,0,IR,1611030777
poum,-20.2333,164.0167,83.66,74,5.75,100,NC,1611030778
naryan-mar,67.6713,53.087,-8.41,89,12.03,100,RU,1611030778
peniche,39.3558,-9.3811,45.0,72,8.99,0,PT,1611030778
upernavik,72.7868,-56.1549,6.94,77,8.81,54,GL,1611030778
victoria,22.2855,114.1577,64.0,51,18.07,0,HK,1611030775
beringovskiy,63.05,179.3167,-20.72,86,13.33,99,RU,1611030779
sayyan,15.1718,44.3244,52.45,34,2.89,3,YE,1611030666
corowa,-36.0333,146.3833,88.0,16,1.99,2,AU,1611030779
cherskiy,68.75,161.3,-41.26,80,5.77,71,RU,1611030780
altay,47.8667,88.1167,17.2,77,0.45,14,CN,1611030780
gboko,7.3179,8.9951,72.05,88,3.94,25,NG,1611030780
kodiak,57.79,-152.4072,35.6,64,16.11,20,US,1611030780
namibe,-15.1961,12.1522,71.37,72,3.11,100,AO,1611030781
jiuquan,39.7432,98.5174,24.04,71,2.33,0,CN,1611030781
mokhsogollokh,61.4681,128.9203,-46.46,77,2.77,52,RU,1611030781
vila franca do campo,37.7167,-25.4333,62.01,88,21.85,75,PT,1611030781
arraial do cabo,-22.9661,-42.0278,75.15,87,20.94,0,BR,1611030782
chuy,-33.6971,-53.4616,59.59,79,3.96,0,UY,1611030782
dingle,10.9995,122.6711,77.88,87,10.92,100,PH,1611030783
urumqi,43.801,87.6005,3.2,85,2.24,94,CN,1611030783
kaspiyskiy,45.3929,47.3707,21.79,90,16.89,100,RU,1611030783
lithgow,-33.4833,150.15,61.0,71,11.01,91,AU,1611030784
saint-pierre,-21.3393,55.4781,86.0,62,5.75,0,RE,1611030784
coihaique,-45.5752,-72.0662,57.2,88,4.61,20,CL,1611030784
qaqortoq,60.7167,-46.0333,17.6,62,5.75,20,GL,1611030547
kapaa,22.0752,-159.319,68.0,77,21.85,90,US,1611030785
leningradskiy,69.3833,178.4167,-19.91,83,13.98,100,RU,1611030785
comodoro rivadavia,-45.8667,-67.5,71.6,53,11.5,0,AR,1611030619
honiara,-9.4333,159.95,85.08,71,3.76,74,SB,1611030785
zarubino,42.63,131.0922,6.62,71,8.99,0,RU,1611030786
souillac,-20.5167,57.5167,78.8,94,12.66,40,MU,1611030786
bainbridge,47.6262,-122.5212,42.01,87,4.76,20,US,1611030786
aklavik,68.2191,-135.0107,-0.4,85,4.61,93,CA,1611030786
butaritari,3.0707,172.7902,81.23,81,17.76,67,KI,1611030787
tual,-5.6667,132.75,83.55,76,12.33,100,ID,1611030787
stornoway,58.2093,-6.3865,37.4,93,6.91,75,GB,1611030787
paamiut,61.994,-49.6678,27.43,82,1.9,99,GL,1611030787
bengkulu,-3.8004,102.2655,84.79,60,5.95,57,ID,1611030788
kruisfontein,-34.0033,24.7314,64.0,93,3.0,0,ZA,1611030788
poronaysk,49.2167,143.1167,-2.87,85,0.85,98,RU,1611030788
esperance,-33.8667,121.9,91.4,24,12.66,8,AU,1611030788
portage,41.1667,-81.1998,28.99,88,4.0,98,US,1611030789
manono,-7.3,27.4167,70.63,94,2.3,100,CD,1611030789
townsville,-19.25,146.8,86.0,70,14.97,75,AU,1611030789
qaanaaq,77.484,-69.3632,3.51,81,7.4,37,GL,1611030789
petropavlovsk-kamchatskiy,53.0452,158.6483,23.0,46,17.9,40,RU,1611030790
richards bay,-28.783,32.0377,72.93,81,7.25,55,ZA,1611030790
kolobrzeg,54.1757,15.5834,37.31,93,15.26,100,PL,1611030790
salina cruz,16.1667,-95.2,73.17,66,17.02,17,MX,1611030619
hami,42.8,93.45,25.11,67,1.03,44,CN,1611030791
endicott,42.0984,-76.0494,30.99,93,4.61,90,US,1611030628
egvekinot,66.3167,-179.1667,-19.26,85,7.02,99,RU,1611030791
galle,6.0367,80.217,81.79,76,7.9,34,LK,1611030791
champerico,14.3,-91.9167,68.0,95,5.03,0,GT,1611030792
vestmannaeyjar,63.4427,-20.2734,35.51,80,27.29,93,IS,1611030792
jiayuguan,39.8167,98.3,22.62,73,2.66,0,CN,1611030792
ozernovskiy,51.5,156.5167,18.93,85,29.86,100,RU,1611030793
lethem,3.3803,-59.7968,76.64,74,12.12,80,GY,1611030793
salalah,17.0151,54.0924,69.8,24,9.22,0,OM,1611030793
lithakia,37.7167,20.8333,39.2,87,3.44,40,GR,1611030793
sajanan,37.0573,9.2426,50.0,66,6.91,40,TN,1611030794
prudy,57.5738,46.2718,-9.67,90,1.9,100,RU,1611030794
elk,53.8282,22.3647,2.01,92,7.16,27,PL,1611030794
